ADAMANTINA;-51.1783802873;-21.7658958012;-50.964439584;-21.3993510506
MARINÓPOLIS;-50.8730982196;-20.548876039;-50.7989431401;-20.4120715593
MARTINÓPOLIS;-51.2733239112;-22.5479578185;-50.9378689323;-21.8533091589
MATÃO;-48.6300739099;-21.7237895518;-48.2595165503;-21.5126940413
MAUÁ;-46.49948;-23.719587;-46.383944575;-23.6121296664
MENDONÇA;-49.6879559612;-21.2776226807;-49.4544853557;-21.1275573383
MERIDIANO;-50.3117860033;-20.4970686584;-50.0801376641;-20.3101101591
MESÓPOLIS;-50.6864111757;-20.0494204796;-50.5517032845;-19.8610405679
MIGUELÓPOLIS;-48.4516158693;-20.3534270096;-47.8877861372;-20.0282141782
MINEIROS DO TIETÊ;-48.515965279;-22.5800160905;-48.3590833081;-22.3514462509
MIRACATU;-47.5910455575;-24.3889794342;-47.1271345698;-23.9980365431
MIRA ESTRELA;-50.1934134785;-20.0485544282;-50.0441315163;-19.8736718305
MIRANDÓPOLIS;-51.3302977715;-21.3432268871;-50.8996007687;-20.8308896898
MIRANTE DO PARANAPANEMA;-52.2321389027;-22.5394100422;-51.7384520466;-22.1514082292
MIRASSOL;-49.5823184411;-20.9762871073;-49.432239;-20.681651
MIRASSOLÂNDIA;-49.5443083933;-20.6938758032;-49.4229994401;-20.4975893392
MOCOCA;-47.2479846179;-21.6338600568;-46.773919096;-21.2639663162
MOGI DAS CRUZES;-46.321927;-23.770307;-46.051108;-23.3427972876
MOGI GUAÇU;-47.2424168648;-22.4015853809;-46.7908770991;-22.0666275995
MOJI MIRIM;-47.1360400354;-22.5760860656;-46.8601891188;-22.2998111087
MOMBUCA;-47.7011878596;-22.9979331075;-47.5071423385;-22.8870612256
MONÇÕES;-50.1640421619;-20.9403145552;-50.0238226965;-20.8107115432
MONGAGUÁ;-46.7486528504;-24.14342068;-46.5890033037;-23.9960843952
MONTE ALEGRE DO SUL;-46.7283313788;-22.7794968671;-46.6125542106;-22.6348726893
MONTE ALTO;-48.7061660571;-21.3541063778;-48.4249711543;-21.1621605672
MONTE APRAZÍVEL;-49.9481846819;-20.8605112651;-49.6052274063;-20.5927575876
MONTE AZUL PAULISTA;-48.7856434853;-21.0111426911;-48.5855874028;-20.8123061059
MONTE CASTELO;-51.6531175835;-21.3419495549;-51.4895645072;-21.1423191048
MONTEIRO LOBATO;-45.932399;-23.045411;-45.6662272563;-22.8293865858
MONTE MOR;-47.4065459707;-23.0437087336;-47.201434;-22.8604192775
MORRO AGUDO;-48.3836549446;-20.9315646104;-47.9605837593;-20.4496301121
MORUNGABA;-46.891336;-22.9415705881;-46.6798573476;-22.834005922
MOTUCA;-48.2634391297;-21.6188265957;-48.0742700134;-21.4205857356
MURUTINGA DO SUL;-51.4108532938;-21.1359913281;-51.1980978143;-20.8575232151
NANTES;-51.2982027743;-22.7236675677;-51.0999747724;-22.4777246172
NARANDIBA;-51.6278786295;-22.6971793448;-51.444773445;-22.3516397829
NATIVIDADE DA SERRA;-45.5776053435;-23.5777173304;-45.1613054158;-23.2768990901
NAZARÉ PAULISTA;-46.51556;-23.316319;-46.214241;-23.093744
NEVES PAULISTA;-49.7265823509;-20.9946541213;-49.5634111244;-20.7576300239
NHANDEARA;-50.1287373478;-20.8311161247;-49.9250676379;-20.5143275375
NIPOÃ;-49.8509088937;-20.9535048753;-49.7010676899;-20.8314810224
NOVA ALIANÇA;-49.6184939744;-21.1618751689;-49.4459252626;-20.9436301467
NOVA CAMPINA;-49.1545364973;-24.3131901981;-48.8119248066;-24.0955466002
NOVA CANAÃ PAULISTA;-50.976528007;-20.4411793775;-50.843703776;-20.2970210655
NOVA CASTILHO;-50.4323186986;-20.8551907539;-50.2653571356;-20.7091316239
NOVA EUROPA;-48.6695964663;-21.8490918862;-48.4414582839;-21.7076716845
NOVA GRANADA;-49.4779278058;-20.6075328358;-49.1891847093;-20.3020187027
NOVA GUATAPORANGA;-51.6816445732;-21.356106979;-51.6149791315;-21.2843505588
NOVA INDEPENDÊNCIA;-51.6442483107;-21.2322805829;-51.4014485957;-21.0497082348
NOVAIS;-48.9641411541;-21.0596246846;-48.8559318568;-20.9135939722
NOVA LUZITÂNIA;-50.3376271746;-20.9064724628;-50.1627999086;-20.834342625
NOVA ODESSA;-47.3584107627;-22.8319019067;-47.2105696985;-22.7312877986
NOVO HORIZONTE;-49.5471205207;-21.6732849033;-49.0675353129;-21.285016015
NUPORANGA;-47.8316721269;-20.8211203126;-47.612207498;-20.5790641792
OCAUÇU;-50.0607254082;-22.540952059;-49.8507752935;-22.3274771951
ÓLEO;-49.4605608605;-23.0579345076;-49.2799032891;-22.8825478181
OLÍMPIA;-49.1296979476;-20.8696238334;-48.7865065786;-20.5447950079
ONDA VERDE;-49.3646741274;-20.684634;-49.1306360748;-20.5360205698
ORIENTE;-50.1738653722;-22.2606250123;-50.0042991807;-22.0269486123
ORINDIÚVA;-49.4650734302;-20.3120984678;-49.2590820985;-20.1163339816
ORLÂNDIA;-47.9899984762;-20.8143593723;-47.8004837061;-20.5861112339
OSASCO;-46.821827;-23.609067;-46.7470404714;-23.457985
OSCAR BRESSANE;-50.332573902;-22.379850192;-50.1693523399;-22.2091672722
OSVALDO CRUZ;-50.9606899712;-21.8701416904;-50.7689873983;-21.5419004499
OURINHOS;-49.9725249144;-23.073255078;-49.7626598198;-22.8382219254
OUROESTE;-50.4814608689;-20.0588074071;-50.3315983271;-19.7862305872
OURO VERDE;-51.8431068491;-21.6073878045;-51.6466369132;-21.3853974932
PACAEMBU;-51.3547374853;-21.6751538205;-51.2070253096;-21.3190124795
PALESTINA;-49.6918283363;-20.5051200224;-49.3072319009;-20.1711100865
PALMARES PAULISTA;-48.8827761932;-21.1564148552;-48.7739565444;-21.0416039719
PALMEIRA D'OESTE;-50.8543756288;-20.5536057705;-50.6541149883;-20.3240599918
PALMITAL;-50.3596374567;-22.9541466788;-50.0989202141;-22.6881430893
PANORAMA;-51.9658838094;-21.5850896864;-51.7532600091;-21.3362844056
PARAGUAÇU PAULISTA;-50.8579449118;-22.6472017726;-50.413971651;-22.282808
PARAIBUNA;-45.7911483331;-23.6572424378;-45.4500325115;-23.2907020243
PARAÍSO;-48.844293464;-21.1003339806;-48.6908629282;-20.9330109666
PARANAPANEMA;-49.0017183576;-23.6428024363;-48.6071873106;-23.2678546118
PARANAPUÃ;-50.6643954524;-20.1408591576;-50.5158462754;-19.9874466194
PARAPUÃ;-50.9659353192;-21.968962929;-50.706376272;-21.689018085
PARDINHO;-48.4763429475;-23.2035818366;-48.3028802627;-22.995558457
PARIQUERA-AÇU;-47.9643868316;-24.7993619483;-47.7277452012;-24.5661040638
PARISI;-50.081238407;-20.3362213233;-49.9991460056;-20.1816595943
PATROCÍNIO PAULISTA;-47.4526696215;-20.8645940004;-47.1376548324;-20.5230546028
PAULICÉIA;-51.8797204851;-21.3741359054;-51.681953787;-21.0511212633
PAULÍNIA;-47.2177704254;-22.817016;-47.0596076495;-22.6799679375
PAULISTÂNIA;-49.4569782169;-22.6427600926;-49.1509029815;-22.4940985468
PAULO DE FARIA;-49.6237683459;-20.242300824;-49.2459594728;-19.9058410071
PEDERNEIRAS;-49.0551594016;-22.490415414;-48.7029088767;-22.0892072056
PEDRA BELA;-46.5355171066;-22.8285435406;-46.3325661078;-22.7013098589
PEDRANÓPOLIS;-50.2307908364;-20.3212733133;-50.0218055394;-20.0847880874
PEDREGULHO;-47.6192395266;-20.3204015835;-47.23107362;-19.9988448452
PEDREIRA;-46.957425;-22.843212;-46.8288211898;-22.6815327172
PEDRINHAS PAULISTA;-50.9276919258;-22.8832842521;-50.7145871828;-22.743919098
PEDRO DE TOLEDO;-47.3506290154;-24.3618790175;-46.96831;-23.9938027169
PENÁPOLIS;-50.2804777151;-21.5900544505;-49.9770470102;-21.1955190898
PEREIRA BARRETO;-51.3246131748;-20.909771386;-50.8609358378;-20.4552348077
PEREIRAS;-48.0629414038;-23.2325131345;-47.897947564;-23.0144944261
PERUÍBE;-47.120798;-24.444781;-46.897689;-24.122011
PIACATU;-50.7822619898;-21.6618651179;-50.5404056451;-21.4918249544
PIEDADE;-47.6187456353;-23.9828722019;-47.2489764798;-23.6202057398
PILAR DO SUL;-47.8775500188;-24.0093796401;-47.5694399745;-23.7093760088
PINDAMONHANGABA;-45.6699600493;-23.0714563901;-45.3081993532;-22.7026569364
PINDORAMA;-49.0108610553;-21.2995922351;-48.8414453032;-21.1055224801
PINHALZINHO;-46.6609267951;-22.8508467501;-46.4861355755;-22.7212163821
PIQUEROBI;-51.9155719747;-22.0589248992;-51.5873220412;-21.6308319609
PIQUETE;-45.2691050893;-22.6595338601;-45.0946185698;-22.4968702623
PIRACAIA;-46.48349;-23.122695;-46.08656;-22.963881
PIRACICABA;-48.098664;-22.901498;-47.4904598979;-22.520547
PIRAJU;-49.5733528809;-23.3367898959;-49.1976531736;-23.0515455075
PIRAJUÍ;-49.6955179172;-22.1398481833;-49.1837585673;-21.6703244099
PIRANGI;-48.7778848956;-21.164984535;-48.5659093777;-21.0034985524
PIRAPORA DO BOM JESUS;-47.042914712;-23.435863;-46.902255227;-23.3202623099
PIRAPOZINHO;-51.8901762443;-22.6703603927;-51.4130429035;-22.1977472523
PIRASSUNUNGA;-47.6264661843;-22.104187968;-47.1974889147;-21.8398668858
PIRATININGA;-49.3235309782;-22.5291671287;-49.0657202077;-22.3020832455
PITANGUEIRAS;-48.4330667566;-21.130396568;-48.1244489686;-20.8753868652
PLANALTO;-50.055037516;-21.1334555644;-49.8270471861;-20.9068763064
PLATINA;-50.3478512012;-22.7152785664;-50.0921355119;-22.5249877624
POÁ;-46.368692;-23.57355;-46.324372635;-23.504813
POLONI;-49.905386789;-20.8176036383;-49.7639049466;-20.6696116337
POMPÉIA;-50.3458852348;-22.2506820024;-50.0433767805;-21.818156714
PONGAÍ;-49.4345406359;-21.8306286042;-49.2733222872;-21.6171824723
PONTAL;-48.1790263912;-21.1049726187;-47.9397182081;-20.8763699161
PONTALINDA;-50.6251813035;-20.5290824023;-50.4301786281;-20.3771178945
PONTES GESTAL;-49.8253533213;-20.285529858;-49.6522789512;-20.0710866177
POPULINA;-50.6154350493;-20.0371434982;-50.4321965391;-19.7796557979
PORANGABA;-48.2248996825;-23.2711956363;-48.0122735835;-23.0803978463
PORTO FELIZ;-47.6319057828;-23.385197;-47.4039732881;-23.0906856646
PORTO FERREIRA;-47.5550201967;-21.9358967465;-47.3348818937;-21.7556969316
POTIM;-45.3642618834;-22.857721564;-45.2374557163;-22.7878573523
POTIRENDABA;-49.4956791858;-21.1925081549;-49.2895674332;-20.960292047
PRACINHA;-51.140233226;-21.8892501882;-51.0082327905;-21.7877338467
PRADÓPOLIS;-48.1464806231;-21.4301779813;-47.99466;-21.2622253888
PRAIA GRANDE;-46.6127350797;-24.08962;-46.383858;-23.9464240427
PRATÂNIA;-48.8025679612;-22.8743710326;-48.5673149087;-22.7582944842
PRESIDENTE ALVES;-49.5621420737;-22.2452710389;-49.2495853867;-22.0019454755
PRESIDENTE BERNARDES;-51.8381289317;-22.3615861776;-51.4202456303;-21.8507279785
PRESIDENTE EPITÁCIO;-52.4561849678;-22.2730556867;-51.9410765886;-21.4933074526
PRESIDENTE PRUDENTE;-51.4839478515;-22.2063294612;-51.2231345674;-21.7213093345
PRESIDENTE VENCESLAU;-52.0298901235;-22.0059254458;-51.6959000848;-21.5780351439
PROMISSÃO;-50.109625315;-21.7076593648;-49.696410443;-21.2754828911
QUADRA;-48.1393236099;-23.383344619;-47.9491411641;-23.2225578276
QUATÁ;-50.7872614785;-22.437522;-50.4851910708;-22.0202928073
QUEIROZ;-50.3380385618;-21.8913959654;-50.1294987587;-21.7076845503
QUELUZ;-44.8552099878;-22.6137758438;-44.6881603705;-22.403850624
QUINTANA;-50.521261934;-22.1957718718;-50.2483573605;-21.9595010287
RAFARD;-47.6628680898;-23.10372545;-47.5086144904;-22.983919445
RANCHARIA;-51.1117474878;-22.6750023647;-50.7057724472;-21.950968628
REDENÇÃO DA SERRA;-45.6455545866;-23.3390430297;-45.3717785556;-23.1599039482
REGENTE FEIJÓ;-51.3995978975;-22.3550884687;-51.2050459617;-22.0446267876
REGINÓPOLIS;-49.2617853879;-22.0656075037;-49.1045031701;-21.6454342675
REGISTRO;-48.0850043511;-24.6384385111;-47.6266657386;-24.3517145664
RESTINGA;-47.6052124971;-20.7416830924;-47.3953424731;-20.5546187508
RIBEIRA;-49.1714495813;-24.6883523089;-48.8998074192;-24.5200260037
RIBEIRÃO BONITO;-48.3072960656;-22.1839061644;-48.042592627;-21.8928163182
RIBEIRÃO BRANCO;-48.9872579361;-24.39235606;-48.626171515;-24.1157294072
RIBEIRÃO CORRENTE;-47.6658906146;-20.530978771;-47.4998326316;-20.3857816272
RIBEIRÃO DO SUL;-50.0100547839;-22.833056081;-49.8366029756;-22.6636909515
RIBEIRÃO DOS ÍNDIOS;-51.6683252666;-21.9414492165;-51.5106441282;-21.6758328793
RIBEIRÃO GRANDE;-48.449556716;-24.3144851458;-48.2745242892;-24.0520659979
RIBEIRÃO PIRES;-46.475329;-23.770903;-46.3307;-23.617663
RIBEIRÃO PRETO;-47.989154;-21.369355;-47.646682;-21.059503
RIVERSUL;-49.6107365025;-23.9301061136;-49.2893626145;-23.7587331913
RIFAINA;-47.5492377386;-20.1708258366;-47.3291819511;-19.960701693
RINCÃO;-48.1704419946;-21.6781506132;-47.8591179851;-21.473982952
RINÓPOLIS;-50.8305935423;-21.7994702684;-50.6095848248;-21.5623217729
RIO CLARO;-47.7653623421;-22.5520658034;-47.4616144495;-22.2436794225
RIO DAS PEDRAS;-47.7122380408;-22.926464021;-47.4950566469;-22.765273014
RIO GRANDE DA SERRA;-46.428875;-23.774064;-46.323673;-23.7022232483
RIOLÂNDIA;-49.9067502916;-20.182104426;-49.5488839215;-19.919972963
ROSANA;-53.1101115316;-22.6584459906;-52.6115790889;-22.3031440513
ROSEIRA;-45.3544391725;-23.0270803528;-45.2549923105;-22.8380609601
RUBIÁCEA;-50.9241714324;-21.4910425321;-50.693169249;-21.1990480663
RUBINÉIA;-51.1093895548;-20.4317230381;-50.9183491919;-20.0963347821
SABINO;-49.7010848474;-21.6170153323;-49.4454510592;-21.3491991673
SAGRES;-51.0831457413;-21.9263959099;-50.9046856259;-21.8005531867
SALES;-49.623925983;-21.4482095742;-49.3960323645;-21.2269890325
SALES OLIVEIRA;-47.9855848203;-20.9106975982;-47.718156265;-20.7395859745
SALESÓPOLIS;-45.992664;-23.683156;-45.6948141414;-23.472111698
SALMOURÃO;-50.9393094115;-21.6894171403;-50.8092419794;-21.4857096778
SALTINHO;-47.8069048535;-22.9332349452;-47.6637622994;-22.7993838081
SALTO;-47.3895154391;-23.2368172732;-47.195601664;-23.1108996139
SALTO DE PIRAPORA;-47.7065661215;-23.7570267333;-47.4667506021;-23.5651105122
SALTO GRANDE;-50.0566492366;-22.9606741526;-49.8781893748;-22.7879278768
SANDOVALINA;-52.0329239625;-22.6131686008;-51.7073785915;-22.3214422774
SANTA ADÉLIA;-48.9238605815;-21.4276336119;-48.730918227;-21.214444428
SANTA ALBERTINA;-50.8442180138;-20.1484696535;-50.6493226033;-19.9161571657
SANTA BÁRBARA D'OESTE;-47.530548998;-22.908266;-47.341926;-22.699251
SANTA BRANCA;-45.9873849415;-23.5068414793;-45.7539835838;-23.329389
SANTA CLARA D'OESTE;-51.0011911358;-20.1419081549;-50.8258599527;-19.9901551872
SANTA CRUZ DA CONCEIÇÃO;-47.5783866666;-22.1875530861;-47.3996666111;-22.0635816357
SANTA CRUZ DA ESPERANÇA;-47.5171315997;-21.3692429211;-47.3678094212;-21.2039713731
SANTA CRUZ DAS PALMEIRAS;-47.3468980664;-21.9821154303;-47.1598092405;-21.7417047381
SANTA CRUZ DO RIO PARDO;-49.7804432514;-23.0087480318;-49.3680128305;-22.5132482931
SANTA ERNESTINA;-48.4639378552;-21.5054602739;-48.2825551706;-21.3852448962
SANTA FÉ DO SUL;-51.023981;-20.4032676753;-50.8647611339;-20.1297174647
SANTA GERTRUDES;-47.5793261234;-22.5355925525;-47.4629638544;-22.4122670619
SANTA ISABEL;-46.364157;-23.407777;-46.100655;-23.183419
SANTA LÚCIA;-48.1805286926;-21.716926764;-47.9097949113;-21.6157860539
SANTA MARIA DA SERRA;-48.2614798903;-22.6519407862;-48.054957511;-22.476003
SANTA MERCEDES;-51.8080323789;-21.3951698305;-51.673004857;-21.2238440798
SANTANA DA PONTE PENSA;-50.8600279128;-20.3394701057;-50.7484383006;-20.1619010631
SANTANA DE PARNAÍBA;-47.037523;-23.508167;-46.800322;-23.3849824865
SANTA RITA D'OESTE;-50.8859988224;-20.2170453808;-50.7390528857;-19.9676477272
SANTA RITA DO PASSA QUATRO;-47.7241393879;-21.8082049352;-47.2932600504;-21.5467725306
SANTA ROSA DE VITERBO;-47.4475163681;-21.6137409144;-47.2637010368;-21.3949782985
SANTA SALETE;-50.7850794405;-20.3372263483;-50.6681766791;-20.1933078331
SANTO ANASTÁCIO;-51.8839237266;-22.201866313;-51.5508999733;-21.825581769
SANTO ANDRÉ;-46.567208;-23.81587;-46.278391;-23.60565
SANTO ANTÔNIO DA ALEGRIA;-47.3087523722;-21.2122635959;-47.1127893192;-20.9538101072
SANTO ANTÔNIO DE POSSE;-47.0482978084;-22.6828341031;-46.8635358251;-22.544084657
SANTO ANTÔNIO DO ARACANGUÁ;-50.8729455288;-21.0653770653;-50.2627690079;-20.6705424461
SANTO ANTÔNIO DO JARDIM;-46.757800933;-22.1813219002;-46.5985300203;-22.0832547023
SANTO ANTÔNIO DO PINHAL;-45.7709451378;-22.8914689975;-45.6140514577;-22.7669626913
SANTO EXPEDITO;-51.424227166;-21.8881784595;-51.3251838721;-21.7388806363
SANTÓPOLIS DO AGUAPEÍ;-50.6099268838;-21.7159856425;-50.4432024602;-21.6051046278
SANTOS;-46.403067;-23.993249;-46.177392;-23.735251
SÃO BENTO DO SAPUCAÍ;-45.8199278186;-22.7876974138;-45.5553554382;-22.5732910303
SÃO BERNARDO DO CAMPO;-46.652046;-23.967918;-46.410296;-23.641036
SÃO CAETANO DO SUL;-46.584958;-23.65057;-46.544646;-23.599524
SÃO CARLOS;-48.0912610347;-22.161045;-47.7194858096;-21.5974283303
SÃO FRANCISCO;-50.7417135264;-20.4377196853;-50.6130693176;-20.3083644255
SÃO JOÃO DA BOA VISTA;-46.944067901;-22.0949929744;-46.6499200606;-21.8380463149
SÃO JOÃO DAS DUAS PONTES;-50.4482534074;-20.4836978998;-50.3216041853;-20.3333473659
SÃO JOÃO DE IRACEMA;-50.4598333999;-20.5860259132;-50.2712741228;-20.4610922893
SÃO JOÃO DO PAU D'ALHO;-51.7319783237;-21.3061427385;-51.6207027401;-21.1493191682
SÃO JOAQUIM DA BARRA;-48.1344116933;-20.6485690986;-47.778757287;-20.4330453777
SÃO JOSÉ DA BELA VISTA;-47.7430273755;-20.7016560066;-47.5286749407;-20.48022734
SÃO JOSÉ DO BARREIRO;-44.7247732225;-22.9067132042;-44.4515606774;-22.6014319072
SÃO JOSÉ DO RIO PARDO;-47.0376661354;-21.7088206898;-46.7575029666;-21.4841487611
SÃO JOSÉ DO RIO PRETO;-49.463271;-20.932792;-49.255598;-20.635153
SÃO JOSÉ DOS CAMPOS;-46.107989;-23.306683;-45.7212800112;-22.816293
SÃO LOURENÇO DA SERRA;-47.0287876214;-23.9384371356;-46.848447226;-23.774516
SÃO LUÍS DO PARAITINGA;-45.4268103863;-23.3970776264;-45.067563551;-23.0849150326
SÃO MANUEL;-48.7294289589;-22.8591723529;-48.3653813518;-22.5367393884
SÃO MIGUEL ARCANJO;-48.2074619349;-24.1203275078;-47.8134349006;-23.7432331361
SÃO PAULO;-46.826199;-24.008431;-46.365084;-23.356293
SÃO PEDRO;-48.0806289757;-22.692308;-47.782426;-22.4243299057
SÃO PEDRO DO TURVO;-49.9021870014;-22.8769674201;-49.5948894268;-22.5006463056
SÃO ROQUE;-47.208893;-23.653945;-46.9909323841;-23.411531
SÃO SEBASTIÃO;-45.842179;-23.8710125528;-45.39612;-23.6489117391
SÃO SEBASTIÃO DA GRAMA;-46.872196941;-21.8413755125;-46.6305874495;-21.6581312555
SÃO SIMÃO;-47.82977;-21.5922651885;-47.3797489284;-21.3399235235
SÃO VICENTE;-46.650333886;-24.0102009171;-46.3551343387;-23.899565
SARAPUÍ;-47.9177102216;-23.7659904244;-47.6373871849;-23.532138715
SARUTAIÁ;-49.549882371;-23.335768697;-49.4189911796;-23.182339764
SEBASTIANÓPOLIS DO SUL;-49.9856850016;-20.7105509277;-49.8286559971;-20.558325
SERRA AZUL;-47.6609155338;-21.4139824612;-47.4565437229;-21.2005448228
SERRANA;-47.679225;-21.2802955807;-47.526767;-21.14815
SERRA NEGRA;-46.7976887205;-22.666020835;-46.601296749;-22.5037194788
SERTÃOZINHO;-48.1869271757;-21.218411;-47.870679;-20.9920014143
SETE BARRAS;-48.1398176455;-24.5150131102;-47.757359;-24.0761572856
SEVERÍNIA;-48.8917033211;-20.8448116838;-48.7175468442;-20.7251900578
SILVEIRAS;-44.927718873;-22.8968601397;-44.7446860215;-22.5990572437
SOCORRO;-46.6321244809;-22.730355667;-46.392295693;-22.4677639259
SOROCABA;-47.570494;-23.588905;-47.303087;-23.350829
SUD MENNUCCI;-51.0577505877;-20.8268135123;-50.7616334314;-20.5310793562
SUMARÉ;-47.370203;-22.908045;-47.153151;-22.786899
SUZANO;-46.3834767668;-23.744579;-46.254546;-23.48492
SUZANÁPOLIS;-51.2313806339;-20.5651086167;-50.9644382046;-20.370771
TABAPUÃ;-49.1319942174;-21.0654506751;-48.9037931876;-20.8112726952
TABATINGA;-48.7514489671;-21.8371221287;-48.4787805056;-21.617474656
TABOÃO DA SERRA;-46.821622;-23.647191;-46.749202;-23.594916
TACIBA;-51.459081977;-22.6744906882;-51.2187055645;-22.3238817046
TAGUAÍ;-49.4779175498;-23.5408751965;-49.3218962671;-23.3955138278
TAIAÇU;-48.5971613784;-21.1902009369;-48.4766217039;-21.0753043348
TAIÚVA;-48.493168803;-21.2122033664;-48.3443164472;-21.0701527336
TAMBAÚ;-47.3998857681;-21.7578537524;-47.0832528242;-21.4422259591
TANABI;-49.8706790419;-20.7148658861;-49.4908618397;-20.3224416391
TAPIRAÍ;-47.9070222875;-24.1350925675;-47.3549117342;-23.8621177962
TAPIRATIBA;-46.8364018883;-21.5521474125;-46.6156223817;-21.3600636401
TAQUARAL;-48.4606997094;-21.0979530696;-48.3168508883;-21.0374442256
TAQUARITINGA;-48.7252542628;-21.5670722966;-48.3118164357;-21.3168984334
TAQUARITUBA;-49.3620563807;-23.6677341396;-49.1167631221;-23.4006337852
TAQUARIVAÍ;-48.7957585481;-24.0316401808;-48.5472969298;-23.8486648317
TARABAI;-51.712217;-22.4469318838;-51.533681;-22.27997778
TARUMÃ;-50.7070254324;-22.872562715;-50.5031499432;-22.6736806362
TATUÍ;-48.0832742583;-23.4886961955;-47.724638155;-23.2223429944
TAUBATÉ;-45.7250880358;-23.2246396217;-45.2890155917;-22.9479635412
TEJUPÁ;-49.4183790313;-23.4351346941;-49.2019195146;-23.262808757
TEODORO SAMPAIO;-52.6556020737;-22.6755349081;-52.1355542168;-22.1806794038
TERRA ROXA;-48.4509624832;-20.8542542888;-48.2434926887;-20.6955434389
TIETÊ;-47.826704886;-23.2232340908;-47.583381309;-22.8769039849
TIMBURI;-49.7166506311;-23.2817726855;-49.5221998059;-23.1131152416
TORRE DE PEDRA;-48.2608392707;-23.3031629258;-48.1547351491;-23.1962496584
TORRINHA;-48.2894683751;-22.536574;-48.040778769;-22.3616370232
TRABIJU;-48.4413250804;-22.0781211144;-48.2914969171;-21.9858200877
TREMEMBÉ;-45.7046731622;-23.0012062979;-45.5036343434;-22.8750099333
TRÊS FRONTEIRAS;-50.937899;-20.3875313633;-50.8153729679;-20.1658360318
TUIUTI;-46.7611762079;-22.8947393578;-46.621364511;-22.7676172309
TUPÃ;-50.7102191394;-22.1110392004;-50.3544522672;-21.8040406415
TUPI PAULISTA;-51.7231820366;-21.4548524114;-51.4795926483;-21.3123964981
TURIÚBA;-50.1828120734;-21.0017572545;-50.0223740324;-20.87361486
TURMALINA;-50.519670564;-20.1588871706;-50.3937788555;-19.9837302175
UBARANA;-49.8564835716;-21.3064041617;-49.6596788424;-21.1269356727
UBATUBA;-45.2805581337;-23.5963650007;-44.7241833742;-23.1985705401
UBIRAJARA;-49.7720015414;-22.6654618852;-49.5648399541;-22.4366402703
UCHOA;-49.2575229113;-21.0780978735;-49.078194402;-20.7829992386
UNIÃO PAULISTA;-49.9570572686;-20.9354253436;-49.833054059;-20.8425088829
URÂNIA;-50.7351752096;-20.3337205079;-50.5917341293;-20.0615111581
URU;-49.3911668585;-21.860250674;-49.238635586;-21.659007991
URUPÊS;-49.3990972489;-21.3147475328;-49.1418299949;-21.1241874202
VALENTIM GENTIL;-50.2027818598;-20.5137039645;-50.0319357304;-20.3045198209
VALINHOS;-47.074857;-23.0570422787;-46.8754880942;-22.90321
VALPARAÍSO;-51.145146358;-21.4395585895;-50.7445551967;-20.9359127152
VARGEM;-46.4858621145;-22.9813634824;-46.3446379525;-22.8071688229
VARGEM GRANDE DO SUL;-47.0042102335;-21.9834254715;-46.7505150197;-21.7539133082
VARGEM GRANDE PAULISTA;-47.0590289704;-23.670855;-46.981456;-23.577916
VÁRZEA PAULISTA;-46.8554036197;-23.261133;-46.796602;-23.181386
VERA CRUZ;-49.9140044568;-22.3576629381;-49.7419563067;-22.0979983054
VINHEDO;-47.0415769539;-23.1157150358;-46.9034346912;-23.006114758
VIRADOURO;-48.4093490583;-20.9550096675;-48.2076778337;-20.8062530602
VISTA ALEGRE DO ALTO;-48.7285799444;-21.2145316538;-48.580920954;-21.1390276011
VITÓRIA BRASIL;-50.5225332962;-20.2452794439;-50.4506609063;-20.1527744187
VOTORANTIM;-47.518449;-23.6500129482;-47.2966289007;-23.518663
VOTUPORANGA;-50.1546736084;-20.576005;-49.8522736521;-20.3166834929
ZACARIAS;-50.1513161245;-21.2267822741;-49.9586023185;-20.9973332499
CHAVANTES;-49.8193899044;-23.148393258;-49.665216197;-22.9350766528
ESTIVA GERBI;-46.9837241842;-22.2956116637;-46.8970816145;-22.183511581
